join_a_guild;Join a Guild;;;;;;;;;;;;;x
join_a_guild_desc;Join one of the local Guilds stationed in your geographic region. The Fighters Guild and Mages Guild are always accepting new applicants and offer a variety of services such as training in their respective fields of expertise. Each Education (and its matched Attribute) is associated with a specific Guild, and characters will generally gain the most by joining with the Guild most suited to their respective Education.;;;;;;;;;;;;;x
leave_guild;Return from Guild Work;;;;;;;;;;;;;x
leave_guild_desc;You may leave active service with a Guild at any time, freeing you from various duties and obligations. You are not expelled by a Guild by exiting its ranks of active personnel, but will lose access to its various services until you return to active duty.;;;;;;;;;;;;;x
ekguilds20;[From.GetFirstName] approached me and explained that [From.GetSheHe] wants to join the local Fighter's Guild. Naturally there are great risks in warring and adventuring as a career, but [From.GetFirstName] believes that fortune and glory await.;;;;;;;;;;;;;x
ekguilds20decline;Absolutely not!;;;;;;;;;;;;;x
ekguilds20accept;Of course you may enlist in their ranks!;;;;;;;;;;;;;x
ekguilds21;[From.GetFirstName] approached me and explained that [From.GetSheHe] wants to join the Mages Guild. Naturally there are great risks involved with arcane experiments, but [From.GetFirstName] believes that wisdom and power will be within [From.GetHerHis] grasp.;;;;;;;;;;;;;x
ekguilds21decline;Absolutely not!;;;;;;;;;;;;;x
ekguilds21accept;Of course you may study in their halls!;;;;;;;;;;;;;x
ekguilds22;[From.GetFirstName] approached me and explained that [From.GetSheHe] wants to join the Mercantile Guild. Naturally there are great risks involved with costly investments and corporate warfare, but [From.GetFirstName] believes that wealth and respect will be within [From.GetHerHis] grasp.;;;;;;;;;;;;;x
ekguilds22decline;Absolutely not!;;;;;;;;;;;;;x
ekguilds22accept;Of course you may study in their halls!;;;;;;;;;;;;;x
ekguilds23;[From.GetFirstName] approached me and explained that [From.GetSheHe] wants to join the Scenarist Guild. Naturally there are great risks involved with entertaining picky and temperamental patrons, but [From.GetFirstName] believes that riches and recognition will be within [From.GetHerHis] grasp.;;;;;;;;;;;;;x
ekguilds23decline;Absolutely not!;;;;;;;;;;;;;x
ekguilds23accept;Of course you may study in their halls!;;;;;;;;;;;;;x
ekguilds30;There are many Guilds available to join, and each one gives me a chance to hone my skills and travel the world. Which Guild shall I sign on with?;;;;;;;;;;;;;x
ekguilds30Fighters;The Fighters Guild, a mainstay of Warriors everywhere.;;;;;;;;;;;;;x
ekguilds30Mages;The Mages Guild, the premier choice of Mages.;;;;;;;;;;;;;x
ekguilds30Mercantile;The Mercantile Guild, home to Magistrates and merchants.;;;;;;;;;;;;;x
ekguilds30Scenarist;The Scenarist's Guild, the association of Diplomats and artists.;;;;;;;;;;;;;x
ekguilds30Decline;I will not join a Guild after all.;;;;;;;;;;;;;x
ekguilds30Wrap;(More Options);;;;;;;;;;;;;x
ekguilds40;Is it time to end my current Guild obligations and return home?;;;;;;;;;;;;;x
ekguilds40Accept;Yes.;;;;;;;;;;;;;x
ekguilds40Decline;No.;;;;;;;;;;;;;x
ekguilds50Fighters;Being a member of the Fighters Guild means that I have access to some of the finest trainers and instructors available. With their help, I can receive an education in a variety of advanced specializations.;;;;;;;;;;;;;x
ekguilds50Mages;Being a member of the Mages Guild means that I have access to some of the finest trainers and instructors available. With their help, I can receive an education in a variety of advanced specializations.;;;;;;;;;;;;;x
ekguilds50Mercantile;Being a member of the Mercantile Guild means that I have access to some of the finest trainers and instructors available. With their help, I can receive an education in a variety of advanced specializations.;;;;;;;;;;;;;x
ekguilds50Scenarist;Being a member of the Scenarist Guild means that I have access to some of the finest trainers and instructors available. With their help, I can receive an education in a variety of advanced specializations.;;;;;;;;;;;;;x
ekguilds50Acrobat;I will learn the ways of the Acrobat.;;;;;;;;;;;;;x
ekguilds50Assassin;I will learn the ways of the Assassin.;;;;;;;;;;;;;x
ekguilds50Barbarian;I will learn the ways of the Barbarian.;;;;;;;;;;;;;x
ekguilds50Bard;I will learn the ways of the Bard.;;;;;;;;;;;;;x
ekguilds50Battlemage;I will learn the ways of the Battlemage.;;;;;;;;;;;;;x
ekguilds50Crusader;I will learn the ways of the Crusader.;;;;;;;;;;;;;x
ekguilds50Healer;I will learn the ways of the Healer.;;;;;;;;;;;;;x
ekguilds50Knight;I will learn the ways of the Knight.;;;;;;;;;;;;;x
ekguilds50Monk;I will learn the ways of the Monk.;;;;;;;;;;;;;x
ekguilds50Nightblade;I will learn the ways of the Nightblade.;;;;;;;;;;;;;x
ekguilds50Priest;I will learn the ways of the Priest.;;;;;;;;;;;;;x
ekguilds50Rogue;I will learn the ways of the Rogue.;;;;;;;;;;;;;x
ekguilds50Savant;I will learn the ways of the Savant.;;;;;;;;;;;;;x
ekguilds50Scout;I will learn the ways of the Scout.;;;;;;;;;;;;;x
ekguilds50Sorcerer;I will learn the ways of the Sorcerer.;;;;;;;;;;;;;x
ekguilds50Spellsword;I will learn the ways of the Spellsword.;;;;;;;;;;;;;x
ekguilds50Thief;I will learn the ways of the Thief.;;;;;;;;;;;;;x
ekguilds50Trader;I will learn the ways of the Trader.;;;;;;;;;;;;;x
ekguilds50Wayfarer;I will learn the ways of the Wayfarer.;;;;;;;;;;;;;x
ekguilds50Witchhunter;I will learn the ways of the Witchhunter.;;;;;;;;;;;;;x
ekguilds50Wrap;(More Options);;;;;;;;;;;;;x
ekguilds50Completed;I have completed all my specialization training.;;;;;;;;;;;;;x
ekguilds50Decline;I will not focus on any specialization at this time.;;;;;;;;;;;;;x
ekguilds70;My [From.GetSonDaughter], [From.GetFirstName] has finally returned from [From.GetHerHis] Guild work. [From.GetSheHeCap] learned a lot from [From.GetHerHis] time there and hopes that it will have a positive effect for the rest of [From.GetHerHis] life.;;;;;;;;;;;;;x
ekguilds70Acknowledge;Welcome home, [From.GetFirstName]!;;;;;;;;;;;;;x
ekguilds75;After learning about my inheritance, I gave my formal resignation from active Guild work and returned home. I learned a lot during my time as a Guild member, and I hope that it has given me the experiences to be a better ruler.;;;;;;;;;;;;;x
ekguilds75Acknowledge;It's good to be back home.;;;;;;;;;;;;;x
ekguilds100;Day after day spent training and night after night poring over treatises, tomes and manuals is finally paying off! I am ready to take the next step in my studies and receive formal recognition for my abilities in one of my declared specializations.;;;;;;;;;;;;;x
ekguilds100AcrobatA;The tallest tower is but a bump on the road to fortune! I am an Acrobat!;;;;;;;;;;;;;x
ekguilds100AcrobatB;I have realized my potential! It is time to focus my studies elsewhere.;;;;;;;;;;;;;x
ekguilds100AssassinA;Death is inescapable, and I accelerate its march! I am an Assassin!;;;;;;;;;;;;;x
ekguilds100AssassinB;I have realized my potential! It is time to focus my studies elsewhere.;;;;;;;;;;;;;x
ekguilds100BarbarianA;I know what it is like to wield true strength! I am a Barbarian!;;;;;;;;;;;;;x
ekguilds100BarbarianB;I have realized my potential! It is time to focus my studies elsewhere.;;;;;;;;;;;;;x
ekguilds100BardA;All Nirn is a stage, and I am one of its finest players! I am a Bard!;;;;;;;;;;;;;x
ekguilds100BardB;I have realized my potential! It is time to focus my studies elsewhere.;;;;;;;;;;;;;x
ekguilds100BattlemageA;Fire, frost and lightning seethe from my fingertips! I am a Battlemage!;;;;;;;;;;;;;x
ekguilds100BattlemageB;I have realized my potential! It is time to focus my studies elsewhere.;;;;;;;;;;;;;x
ekguilds100CrusaderA;Let no foe evade my purifying might! I am a Crusader!;;;;;;;;;;;;;x
ekguilds100CrusaderB;I have realized my potential! It is time to focus my studies elsewhere.;;;;;;;;;;;;;x
ekguilds100HealerA;The power to defeat death is truly the greatest weapon! I am a Healer!;;;;;;;;;;;;;x
ekguilds100HealerB;I have realized my potential! It is time to focus my studies elsewhere.;;;;;;;;;;;;;x
ekguilds100KnightA;I stand for chivalry, and I fight for what is right! I am a Knight!;;;;;;;;;;;;;x
ekguilds100KnightB;I have realized my potential! It is time to focus my studies elsewhere.;;;;;;;;;;;;;x
ekguilds100MonkA;Training makes me a grander weapon than any blade or spell! I am a Monk!;;;;;;;;;;;;;x
ekguilds100MonkB;I have realized my potential! It is time to focus my studies elsewhere.;;;;;;;;;;;;;x
ekguilds100NightbladeA;Magic is deadly, yet so is a sharpened dagger! I am a Nightblade!;;;;;;;;;;;;;x
ekguilds100NightbladeB;I have realized my potential! It is time to focus my studies elsewhere.;;;;;;;;;;;;;x
ekguilds100PriestA;The wisest use of the arcane is for my faith! I am a Priest!;;;;;;;;;;;;;x
ekguilds100PriestB;I have realized my potential! It is time to focus my studies elsewhere.;;;;;;;;;;;;;x
ekguilds100RogueA;No battle is too daunting, and no foe is beyond reason! I am a Rogue!;;;;;;;;;;;;;x
ekguilds100RogueB;I have realized my potential! It is time to focus my studies elsewhere.;;;;;;;;;;;;;x
ekguilds100SavantA;Knowledge is power, and I command boundless knowledge! I am a Savant!;;;;;;;;;;;;;x
ekguilds100SavantB;I have realized my potential! It is time to focus my studies elsewhere.;;;;;;;;;;;;;x
ekguilds100ScoutA;Nature need not be tamed when I am one with it! I am a Scout!;;;;;;;;;;;;;x
ekguilds100ScoutB;I have realized my potential! It is time to focus my studies elsewhere.;;;;;;;;;;;;;x
ekguilds100SorcererA;Arcane secrets abound, and I can unlock them all! I am a Sorcerer!;;;;;;;;;;;;;x
ekguilds100SorcererB;I have realized my potential! It is time to focus my studies elsewhere.;;;;;;;;;;;;;x
ekguilds100SpellswordA;My weapons are magic, and my magic is weaponry! I am a Spellsword!;;;;;;;;;;;;;x
ekguilds100SpellswordB;I have realized my potential! It is time to focus my studies elsewhere.;;;;;;;;;;;;;x
ekguilds100ThiefA;The treasures of the world are mine for the taking! I am a Thief!;;;;;;;;;;;;;x
ekguilds100ThiefB;I have realized my potential! It is time to focus my studies elsewhere.;;;;;;;;;;;;;x
ekguilds100TraderA;I need not make enemies when I can make money! I am a Trader!;;;;;;;;;;;;;x
ekguilds100TraderB;I have realized my potential! It is time to focus my studies elsewhere.;;;;;;;;;;;;;x
ekguilds100WayfarerA;I will never rest on the road that is life! I am a Wayfarer!;;;;;;;;;;;;;x
ekguilds100WayfarerB;I have realized my potential! It is time to focus my studies elsewhere.;;;;;;;;;;;;;x
ekguilds100WitchhunterA;The destruction of the profane is my calling! I am a Witchhunter!;;;;;;;;;;;;;x
ekguilds100WitchhunterB;I have realized my potential! It is time to focus my studies elsewhere.;;;;;;;;;;;;;x
ekguilds110;Countless hours of hard work as a Guild member are paying off. I have gained a greater understanding of my field of study, and am all the better for it.;;;;;;;;;;;;;x
ekguilds110Acknowledge;Excellent.;;;;;;;;;;;;;x
ekguilds300Fighters;After returning from my latest successful assignment with the Fighters Guild, I received a sizeable reward of gold coins in recognition of my valor and skill-at-arms.;;;;;;;;;;;;;x
ekguilds300Mages;After returning from my latest successful assignment with the Mages Guild, I received a sizeable reward of gold coins to encourage further work in the name of the Mages Guild and its ideals.;;;;;;;;;;;;;x
ekguilds300Acknowledge;Excellent.;;;;;;;;;;;;;x
quest_fighters_supplies;Supply Run;;;;;;;;;;;;;x
EKGuildFlavor101;The [Root.Society.GetName] needs some supplies delivered to another guild hall, and since I'm not busy at the moment, was asked if I could make the trip.;;;;;;;;;;;;;x
EKGuildFlavor102;After a short journey, I arrive at the guild hall and drop off the much-needed supplies, and receive payment and thanks.;;;;;;;;;;;;;x
EKGuildFlavor102Accept;Great!;;;;;;;;;;;;;x
quest_fighters_shields;Shield-Making;;;;;;;;;;;;;x
EKGuildFlavor105;One of the smiths working for the [Root.Society.GetName] has asked for my help in producing shields. A simple matter, but a time-consuming one.;;;;;;;;;;;;;x
EKGuildFlavor106;I closely listen to the smith's instructions as we make each shield one-by-one. Though the work is tedious, she thanks me for my assistance and assures me that she'll put in a good word for me.;;;;;;;;;;;;;x
EKGuildFlavor106Accept;Excellent.;;;;;;;;;;;;;x
ekguildflavor110;In addition to my financial compensation, the Guild has decided to award me with a valuable item from their armory as a token of their appreciation.;;;;;;;;;;;;;x
ekguildflavor110Acknowledge;Incredible!;;;;;;;;;;;;;x
ekguildflavor115;Sparring with fellow fighters is an excellent way to hone my fighting skills. Though deaths in our arenas are rare, the duels are never easy, and sometimes quite bloody. Yet it's an exhilarating feeling, especially when I emerge victorious and hear my companions cheering me own.;;;;;;;;;;;;;x
ekguildflavor115Accept;I am a gladiator!;;;;;;;;;;;;;x
ekguildflavor115Decline;It's great sport, but there are other things I'd rather do.;;;;;;;;;;;;;x
ekguildflavor116;Fighting on horseback is a completely different art than fighting on foot, and I've taken to it exceptionally well. I believe I may have found my calling!;;;;;;;;;;;;;x
ekguildflavor116Accept;I am an equestrian!;;;;;;;;;;;;;x
ekguildflavor116Decline;Horsemanship is a skill, not a calling.;;;;;;;;;;;;;x
ekguildflavor117A;Even great warriors are at a disadvantage when their equipment is broken and worn down. Fortunately for me, I have a natural skill at manufacturing and repairing arms and armor.;;;;;;;;;;;;;x
ekguildflavor117B;Self-sufficiency is key to being a successful assassin. The necessity of repairing and replacing my equipment has helped me grasp the fundamentals of smithing.;;;;;;;;;;;;;x
ekguildflavor117Accept;I am a blacksmith!;;;;;;;;;;;;;x
ekguildflavor117Decline;It's a nice talent, but not my interest.;;;;;;;;;;;;;x
quest_fighters_bear;Unbearable;;;;;;;;;;;;;x
EKGuildFlavor120;Locals nearby are complaining about a bear that scavenges from their cesspit and is becoming increasingly bold around people. The [Root.Society.GetName] wants me to put the beast down before it hurts someone.;;;;;;;;;;;;;x
EKGuildFlavor121;I journey to the hamlet and sure enough, the bear is wandering near some houses. I make a commotion to get its attention and it runs towards me. I draw my weapon and ready for battle!;;;;;;;;;;;;;x
EKGuildFlavor121Accept;For the [Root.Society.GetName]!;;;;;;;;;;;;;x
EKGuildFlavor122;The bear is mighty, but I triumph over the beast with a fatal blow that kills the animal where it stands. With my task done, I make my return to the guild hall.;;;;;;;;;;;;;x
EKGuildFlavor122Accept;An excellent fight.;;;;;;;;;;;;;x
quest_fighters_zombie;Pure Dread;;;;;;;;;;;;;x
EKGuildFlavor125;The [Root.Society.GetName] has asked me to put down a dread zombie that is wandering around a temple graveyard. No one has been harmed yet, but zombies tend to attack anything on sight so it's a matter of time.;;;;;;;;;;;;;x
EKGuildFlavor126;When I get to the cemetery, I smell the walking corpse before I see it - a fetid mass of green flesh shuffling about, gurgling and belching incoherently. I make haste in battling the fiend.;;;;;;;;;;;;;x
EKGuildFlavor126Accept;For the [Root.Society.GetName]!;;;;;;;;;;;;;x
EKGuildFlavor127;Vicious as it may be, the zombie is no match for me and I take the legs out from under the monster before decapitating it. A priest from the temple rushes outside and thanks me, and I travel back to the guild hall.;;;;;;;;;;;;;x
EKGuildFlavor127Accept;It was nothing. Really!;;;;;;;;;;;;;x
quest_fighters_merchant;The Bodyguard;;;;;;;;;;;;;x
EKGuildFlavor130;A merchant is transporting valuable goods overland and asked the [Root.Society.GetName] for an escort. The [Root.Society.GetName] has offered me the contract to protect him.;;;;;;;;;;;;;x
EKGuildFlavor131;As I travel with the merchant along the roads, we are stopped by a small group of suspicious-looking armed vagabonds. "It's dangerous to be out here," one of them says. "Really dangerous." They draw their weapons - and so do I.;;;;;;;;;;;;;x
EKGuildFlavor131Accept;Die, scum!;;;;;;;;;;;;;x
EKGuildFlavor132;The brigands rush forward and are ferocious foes, but I kill them, one by one. I look over my shoulder to see the merchant safe and sound. The rest of our journey is uneventful, and I receive the utmost gratitude for my assistance.;;;;;;;;;;;;;x
EKGuildFlavor132Accept;You're welcome.;;;;;;;;;;;;;x
quest_mages_alchemy;Trouble Brewing;;;;;;;;;;;;;x
EKGuildFlavor201;Potions are in short supply at the local [Root.Society.GetName] hall. I've been asked to brew some basic potions to refill the store room.;;;;;;;;;;;;;x
EKGuildFlavor202;Carefully, I measure the ingredients and produce each type of potion, filling up dozens of bottles. In exchange for my work, I'm rewarded with a pouch of gold coins.;;;;;;;;;;;;;x
EKGuildFlavor202Accept;Excellent.;;;;;;;;;;;;;x
quest_mages_enchanting;An Enchanting Experience;;;;;;;;;;;;;x
EKGuildFlavor205;Basic enchanted items such as warding amulets and base rings of health are important parts of any mage's inventory, and [Root.Society.GetName] has asked if I can produce a few for fellow mages.;;;;;;;;;;;;;x
EKGuildFlavor206;Using some white soul gems and an enchanting station, I produce several simple instances of arcane equipment, and am given some money as payment.;;;;;;;;;;;;;x
EKGuildFlavor206Accept;Excellent.;;;;;;;;;;;;;x
ekguildflavor215;The recognition I received earlier was not representative of the pride the [Root.Society.GetName] has in my abilities. As a further reward, they have elected to grant me a rare and valuable item from the Guild Hall's vault.;;;;;;;;;;;;;x
ekguildflavor215Acknowledge;Incredible!;;;;;;;;;;;;;x
quest_mages_training;War Magic;;;;;;;;;;;;;x
EKGuildFlavor220;Some prospective students of magic are visiting the guild hall and would like to learn the basics of magic as self-defense. The [Root.Society.GetName] has offered me the job to teach them.;;;;;;;;;;;;;x
EKGuildFlavor221A;Today's lesson will be on Alteration - namely, shield spells. One of our clients knows shock magic, so I ask them to launch a lightning bolt at me. I will cast a shock shield spell to minimize the effects thereof.;;;;;;;;;;;;;x
EKGuildFlavor221B;Today's lesson will be on Conjuration - in this case, summoning a Daedric minion. "Now then," I begin. "The essence of Conjuration is to summon bound - NOT unbound - daedra. Watch closely as I call forth a Clannfear.";;;;;;;;;;;;;x
EKGuildFlavor221C;Today's lesson will be on Illusion - here, how to soothe a savage beast. In this demonstration, a caged wolf will be unleashed at me. With a calm spell, the animal will be dissuaded from aggression.;;;;;;;;;;;;;x
EKGuildFlavor221D;Today's lesson will be on Mysticism - and to this end, I will show how one can telekinetically deflect a solid object. I request the visitors to throw a few stones at me. I will use the power of my mind to negate their attacks.;;;;;;;;;;;;;x
EKGuildFlavor221E;Today's lesson will be on Destruction - namely, fire spells. "Behold," I say. "I will project a sphere of fire that will detonate in an incendiary blast. However, as I am properly attuned to my spell, it will NOT harm me.";;;;;;;;;;;;;x
EKGuildFlavor221Accept;Let's begin.;;;;;;;;;;;;;x
EKGuildFlavor222A;The volunteer obliges and casts a lightning bolt at me. I call forth my shock shield and laugh as I shrug off the electricity. Afterwards, I provide insight on how I was able to do this, as my clients listen intently.;;;;;;;;;;;;;x
EKGuildFlavor222B;A portal opens up in front of me, and out of it falls a vicious-looking but decidedly tame Clannfear. It shows no aggression to anyone in the room. I explain the essence of why this is to my audience, as they take notes.;;;;;;;;;;;;;x
EKGuildFlavor222C;The furious wolf charges towards me and I unleash a ball of glowing energy that enters the beast's brain, causing it to immediately stop in place. It then peacefully wanders about and is herded into a cage. I explain how this situation is so, as the clients take notes.;;;;;;;;;;;;;x
EKGuildFlavor222D;The volunteers - perhaps a bit too enthusiastically - throw some rocks my way. Focusing, I catch the stones mid-air with my mind and gingerly take them to the floor. The audiences applauds. I orate on how I performed this feat, and they happily listen.;;;;;;;;;;;;;x
EKGuildFlavor222E;I summon a ball of flame and throw it from my palm to my feet. The explosion surrounds my person, but I am unscathed to the audience's astonishment. I explain the technique required to perform this, much to their interest.;;;;;;;;;;;;;x
EKGuildFlavor222Accept;Thank you all for coming!;;;;;;;;;;;;;x
EKGuildFlavor223A;The volunteer obliges and casts a lightning bolt at me. I call forth my shock shield but I am badly electrocuted in the process. Due to my injury, the class is canceled and my clients leave, quite unhappy.;;;;;;;;;;;;;x
EKGuildFlavor223B;A portal opens up in front of me, and out of it falls a vicious-looking Clannfear that headbutts me and knocks me to the floor. Before it can kill me, guards swarm the room and kill the monster. Due to my injury, the class is canceled and my clients leave, quite unhappy.;;;;;;;;;;;;;x
EKGuildFlavor223C;The furious wolf charges towards me and I unleash a ball of glowing energy that enters the beast's brain, but it ignores me and pounces on me. I am nearly mauled to death before another mage kills the creature. Due to my injury, the class is canceled and my clients leave, quite unhappy.;;;;;;;;;;;;;x
EKGuildFlavor223D;The volunteers - perhaps a bit too enthusiastically - throw some rocks my way. I focus to catch the stones but nothing happens. I am hit by the rocks, one after another, and only after I am badly hurt do the clients understand that something is amiss. Due to my injury, the class is canceled and my clients leave, quite unhappy.;;;;;;;;;;;;;x
EKGuildFlavor223E;I summon a ball of flame and throw it from my palm to my feet. The explosion surrounds my person and I am badly singed and have to get treated for my burns. Due to my injury, the class is canceled and my clients leave, quite unhappy.;;;;;;;;;;;;;x
EKGuildFlavor223Accept;That will be all for today...;;;;;;;;;;;;;x
ekguildflavor225;I just realized that Alchemy is a richly rewarding activity. With just a few simple ingredients and some patience, I can craft potions as powerful as any spells!;;;;;;;;;;;;;x
ekguildflavor225Accept;I am an Alchemist!;;;;;;;;;;;;;x
ekguildflavor225Decline;Alchemy is fun, but I have other studies to focus on.;;;;;;;;;;;;;x
quest_mages_restoration;The Pilgrims' Rest;;;;;;;;;;;;;x
EKGuildFlavor230;I have a prime opportunity to practice my Restoration magic. Numerous pilgrims are sick or injured from their dangerous overland journeys and have clubbed together to contract the [Root.Society.GetName] to tend to their wounds. I'm told that I can take the job if I wish.;;;;;;;;;;;;;x
EKGuildFlavor231;Using my knowledge of healing spells, I'm able to treat the maladies of my clients one at a time. Though some of their wounds will take additional time to heal, they still appreciate my effort and one even calls me a lifesaver. I take my payment and return to the guild hall.;;;;;;;;;;;;;x
EKGuildFlavor231Accept;It was no problem, really.;;;;;;;;;;;;;x
EKGuildFlavor240;After countless time spent studying the methodology behind summoning and binding servants, I have garnered the knowledge necessary to properly reanimate and command the dead.;;;;;;;;;;;;;x
EKGuildFlavor240Accept;I am a Necromancer!;;;;;;;;;;;;;x
quest_merchants_purchases;The Buying Game;;;;;;;;;;;;;x
EKGuildFlavor300;The [Root.Society.GetName] is in need of someone who can negotiate a purchase with some independent sellers. I've been offered the job to do so.;;;;;;;;;;;;;x
EKGuildFlavor301A;I arrive at a small farm owned and operated by a yeoman landholder. The farmer has some grain to sell, and the [Root.Society.GetName] has given me a pouch of coins to procure the grain so that it can be resold for profit.;;;;;;;;;;;;;x
EKGuildFlavor301B;I visit the office of a luxury goods merchant who needs to liquidate some surplus merchandise immediately - a prime chance to buy quality items on the cheap. I bring with me a chest of gold that should cover the expenses.;;;;;;;;;;;;;x
EKGuildFlavor301C;Armed with a chest of gold provided by the [Root.Society.GetName] I find myself at a lumber camp. The owner has acquired high-quality timber she's willing to sell to us provided we have the funds.;;;;;;;;;;;;;x
EKGuildFlavor301D;I stop by a salt mine that is in desperate need of new laborers. The [Root.Society.GetName] would be happy to provide some workers in exchange for a modest cut of the mine's salt.;;;;;;;;;;;;;x
EKGuildFlavor301Accept;Try to talk the seller into a deal.;;;;;;;;;;;;;x
EKGuildFlavor310;My attempts to convince my client have failed utterly! Instead of getting the best possible deal, the seller has decided to look elsewhere for a sale and thus I must return to my guild hall empty-handed.;;;;;;;;;;;;;x
EKGuildFlavor310Accept;Curses!;;;;;;;;;;;;;x
EKGuildFlavor315;I carefully negotiate the purchase arrangement and realize I've netted the [Root.Society.GetName] a nice little profit. My return to the guild hall is greeted with a great deal of appreciation for my efforts.;;;;;;;;;;;;;x
EKGuildFlavor315Accept;Wonderful!;;;;;;;;;;;;;x
EKGuildFlavor320;I am busy cleaning old rubbish out of a run-down warehouse the [Root.Society.GetName] recently purchased and is in the process of renovating. Suddenly, I notice a small, glimmering object almost hidden among a pile of rags.;;;;;;;;;;;;;x
EKGuildFlavor320Accept;What's this?;;;;;;;;;;;;;x
ekguildflavor325;Making money is exciting...it's even more exciting when I have to risk money to turn a profit!;;;;;;;;;;;;;x
ekguildflavor325Accept;I am a gambler!;;;;;;;;;;;;;x
ekguildflavor325Decline;But gambling is wasteful. I'll save my funds.;;;;;;;;;;;;;x
ekguildflavor330;Every so often, colleagues at the guild office need my help with improving designs for freight transports, even the freight itself. They tell me that I'm skilled at engineering, and in fact, I find it very enjoyable!;;;;;;;;;;;;;x
ekguildflavor330Accept;I am an engineer!;;;;;;;;;;;;;x
ekguildflavor330Decline;As fun as it can be, it's too stressful...;;;;;;;;;;;;;x
quest_scenarist_singer;The Singer;;;;;;;;;;;;;x
